title,tag,artist,year,views,features,lyrics,id,language,yearx,lyrics_clean,lyrics_clean_with_newline,sentiment
Mine,country,Taylor Swift,2010,220461,{},"[Verse 1]
You were in college, working part-time, waiting tables
Left a small town and never looked back
I was a flight risk, with a fear of falling
Wondering why we bother with love, if it never lasts

[Pre-Chorus 1]
I say, ""Can you believe it?""
As we are lying on the couch
The moment, I could see it
Yes, yes, I can see it now

[Chorus]
Do you remember, we were sitting there, by the water?
You put your arm around me for the first time
You made a rebel of a careless man's careful daughter
You are the best thing that has ever been mine

[Verse 2]
Flash forward, and we are taking on the world together
And there has a drawer of my things at your place
You learn my secrets and you figure out why I am guarded
You say we will never make my parents' mistakes
[Pre-Chorus 2]
But we got bills to pay
We got nothing figured out
When it was hard to take
Yes, yes
This is what I thought about:

[Chorus]
Do you remember, we were sitting there, by the water?
You put your arm around me for the first time
You made a rebel of a careless man's careful daughter
You are the best thing that has ever been mine
Do you remember all the city lights on the water?
You saw me start to believe for the first time
You made a rebel of a careless man's careful daughter
You are the best thing that has ever been mine

[Bridge]
And I remember that fight, 2:30 A.M
As everything was slipping right out of our hands
I ran out, crying, and you followed me out into the street
Braced myself for the goodbye
'Cause that has all I have ever known
Then, you took me by surprise
You said, ""I shall never leave you alone.""
[Chorus 2]
You said, ""I remember how we felt, sitting by the water
And every time I look at you, it has like the first time
I fell in love with a careless man's careful daughter
She is the best thing that has ever been mine""
Hold on, make it last
Hold on, never turn back
You made a rebel of a careless man's careful daughter
You are the best thing that has ever been mine

[Outro]
Yeah, yeah
Do you believe it? (Hold on)
We're gonna make it now (Hold on)
And I can see it
Yeah, yeah
I can see it now (See it now)",2520,en,2010," You were in college, working part-time, waiting tables Left a small town and never looked back I was a flight risk, with a fear of falling Wondering why we bother with love, if it never lasts   I say, ""Can you believe it?"" As we are lying on the couch The moment, I could see it Yes, yes, I can see it now   Do you remember, we were sitting there, by the water? You put your arm around me for the first time You made a rebel of a careless man's careful daughter You are the best thing that has ever been mine   Flash forward, and we are taking on the world together And there has a drawer of my things at your place You learn my secrets and you figure out why I am guarded You say we will never make my parents' mistakes  But we got bills to pay We got nothing figured out When it was hard to take Yes, yes This is what I thought about:   Do you remember, we were sitting there, by the water? You put your arm around me for the first time You made a rebel of a careless man's careful daughter You are the best thing that has ever been mine Do you remember all the city lights on the water? You saw me start to believe for the first time You made a rebel of a careless man's careful daughter You are the best thing that has ever been mine   And I remember that fight, 2:30 A.M As everything was slipping right out of our hands I ran out, crying, and you followed me out into the street Braced myself for the goodbye 'Cause that has all I have ever known Then, you took me by surprise You said, ""I shall never leave you alone.""  You said, ""I remember how we felt, sitting by the water And every time I look at you, it has like the first time I fell in love with a careless man's careful daughter She is the best thing that has ever been mine"" Hold on, make it last Hold on, never turn back You made a rebel of a careless man's careful daughter You are the best thing that has ever been mine   Yeah, yeah Do you believe it? (Hold on) We're gonna make it now (Hold on) And I can see it Yeah, yeah I can see it now (See it now)","You were in college, working part-time, waiting tables 
 Left a small town and never looked back 
 I was a flight risk, with a fear of falling 
 Wondering why we bother with love, if it never lasts 
 I say, ""Can you believe it?"" 
 As we are lying on the couch 
 The moment, I could see it 
 Yes, yes, I can see it now 
 Do you remember, we were sitting there, by the water? 
 You put your arm around me for the first time 
 You made a rebel of a careless man's careful daughter 
 You are the best thing that has ever been mine 
 Flash forward, and we are taking on the world together 
 And there has a drawer of my things at your place 
 You learn my secrets and you figure out why I am guarded 
 You say we will never make my parents' mistakes 
 But we got bills to pay 
 We got nothing figured out 
 When it was hard to take 
 Yes, yes 
 This is what I thought about: 
 Do you remember, we were sitting there, by the water? 
 You put your arm around me for the first time 
 You made a rebel of a careless man's careful daughter 
 You are the best thing that has ever been mine 
 Do you remember all the city lights on the water? 
 You saw me start to believe for the first time 
 You made a rebel of a careless man's careful daughter 
 You are the best thing that has ever been mine 
 And I remember that fight, 2:30 A.M 
 As everything was slipping right out of our hands 
 I ran out, crying, and you followed me out into the street 
 Braced myself for the goodbye 
 'Cause that has all I have ever known 
 Then, you took me by surprise 
 You said, ""I shall never leave you alone."" 
 You said, ""I remember how we felt, sitting by the water 
 And every time I look at you, it has like the first time 
 I fell in love with a careless man's careful daughter 
 She is the best thing that has ever been mine"" 
 Hold on, make it last 
 Hold on, never turn back 
 You made a rebel of a careless man's careful daughter 
 You are the best thing that has ever been mine 
 Yeah, yeah 
 Do you believe it? (Hold on) 
 We're gonna make it now (Hold on) 
 And I can see it 
 Yeah, yeah 
 I can see it now (See it now)",Positive
Back to December,country,Taylor Swift,2010,184669,{},"[Verse 1]
I am so glad you made time to see me
How's life? Tell me, how has your family?
I have not seen them in a while
You've been good, busier than ever
We small talk, work and the weather
Your guard is up and I know why

[Pre-Chorus]
Because the last time you saw me
Is still burned in the back of your mind
You gave me roses, and I left them there to die

[Chorus]
So this is me swallowing my pride
Standing in front of you, saying I am sorry for that night
And I go back to December all the time
It turns out freedom am not nothing but missing you
Wishing I had realized what I had when you were mine
I had go back to December, turn around and make it alright
I go back to December all the time
[Verse 2]
These days, I have not been sleeping
Staying up, playing back myself leaving
When your birthday passed and I did not call
And I think about summer, all the beautiful times
I watched you laughing from the passenger side and
Realized I loved you in the fall

[Pre-Chorus]
And then the cold came
The dark days when fear crept into my mind
You gave me all your love, and all I gave you was goodbye

[Chorus]
So this is me swallowing my pride
Standing in front of you, saying I am sorry for that night
And I go back to December all the time
It turns out freedom am not nothing but missing you
Wishing I had realized what I had when you were mine
I had go back to December, turn around and change my own mind
I go back to December all the time

[Bridge]
I miss your tan skin, your sweet smile
So good to me, so right
And how you held me in your arms that September night
The first time you ever saw me cry
Maybe this is wishful thinking
Probably mindless dreaming
But if we loved again, I swear I had love you right
I had go back in time and change it, but I cannot
So if the chain is on your door, I understand
[Chorus]
But this is me swallowing my pride
Standing in front of you, saying I am sorry for that night
And I go back to December
It turns out freedom am not nothing but missing you
Wishing I had realized what I had when you were mine
I had go back to December, turn around and make it alright
I had go back to December, turn around and change my own mind
I go back to December all the time
All the time",3774,en,2010," I am so glad you made time to see me How's life? Tell me, how has your family? I have not seen them in a while You've been good, busier than ever We small talk, work and the weather Your guard is up and I know why   Because the last time you saw me Is still burned in the back of your mind You gave me roses, and I left them there to die   So this is me swallowing my pride Standing in front of you, saying I am sorry for that night And I go back to December all the time It turns out freedom am not nothing but missing you Wishing I had realized what I had when you were mine I had go back to December, turn around and make it alright I go back to December all the time  These days, I have not been sleeping Staying up, playing back myself leaving When your birthday passed and I did not call And I think about summer, all the beautiful times I watched you laughing from the passenger side and Realized I loved you in the fall   And then the cold came The dark days when fear crept into my mind You gave me all your love, and all I gave you was goodbye   So this is me swallowing my pride Standing in front of you, saying I am sorry for that night And I go back to December all the time It turns out freedom am not nothing but missing you Wishing I had realized what I had when you were mine I had go back to December, turn around and change my own mind I go back to December all the time   I miss your tan skin, your sweet smile So good to me, so right And how you held me in your arms that September night The first time you ever saw me cry Maybe this is wishful thinking Probably mindless dreaming But if we loved again, I swear I had love you right I had go back in time and change it, but I cannot So if the chain is on your door, I understand  But this is me swallowing my pride Standing in front of you, saying I am sorry for that night And I go back to December It turns out freedom am not nothing but missing you Wishing I had realized what I had when you were mine I had go back to December, turn around and make it alright I had go back to December, turn around and change my own mind I go back to December all the time All the time","I am so glad you made time to see me 
 How's life? Tell me, how has your family? 
 I have not seen them in a while 
 You've been good, busier than ever 
 We small talk, work and the weather 
 Your guard is up and I know why 
 Because the last time you saw me 
 Is still burned in the back of your mind 
 You gave me roses, and I left them there to die 
 So this is me swallowing my pride 
 Standing in front of you, saying I am sorry for that night 
 And I go back to December all the time 
 It turns out freedom am not nothing but missing you 
 Wishing I had realized what I had when you were mine 
 I had go back to December, turn around and make it alright 
 I go back to December all the time 
 These days, I have not been sleeping 
 Staying up, playing back myself leaving 
 When your birthday passed and I did not call 
 And I think about summer, all the beautiful times 
 I watched you laughing from the passenger side and 
 Realized I loved you in the fall 
 And then the cold came 
 The dark days when fear crept into my mind 
 You gave me all your love, and all I gave you was goodbye 
 So this is me swallowing my pride 
 Standing in front of you, saying I am sorry for that night 
 And I go back to December all the time 
 It turns out freedom am not nothing but missing you 
 Wishing I had realized what I had when you were mine 
 I had go back to December, turn around and change my own mind 
 I go back to December all the time 
 I miss your tan skin, your sweet smile 
 So good to me, so right 
 And how you held me in your arms that September night 
 The first time you ever saw me cry 
 Maybe this is wishful thinking 
 Probably mindless dreaming 
 But if we loved again, I swear I had love you right 
 I had go back in time and change it, but I cannot 
 So if the chain is on your door, I understand 
 But this is me swallowing my pride 
 Standing in front of you, saying I am sorry for that night 
 And I go back to December 
 It turns out freedom am not nothing but missing you 
 Wishing I had realized what I had when you were mine 
 I had go back to December, turn around and make it alright 
 I had go back to December, turn around and change my own mind 
 I go back to December all the time 
 All the time",Positive
Thug Story,rap,Taylor Swift,2009,15967,{T-Pain},"[Intro: T-Pain]
Hey Hey, T-Swizzle (T-Swizzle)
T-Pizzle (T-Pizzle)

[Verse 1: Taylor Swift]
I am like eight foot fo', blonde hair to the floor
You shorties never thought I dreamed about rapping hardcore
No I am not got a gun, no I never really been in a club
Still live with my parents, but I am still a thug
I am so gangster, you can find me baking cookies at night
You out clubbing but I just made caramel delights
T-Swift and T-Pain rapping on the same track
It's a thug story, tell me can you handle that?

[Verse 2: Taylor Swift & T-Pain & Both]
I had a dream last night
I had high top Nikes
I had diamonds in my mouth
And diamonds on my mic
By the time I woke I was singing
I am on a boat, whoa oh-oh
'Cause I am a singer turned rapper
Shorty I am a make ya
Straight to the top, yo
Shorty I am a take ya
You can call me T-Sweezy
Now I am a rap star
Hey, It's a thug story
Now tell 'em who you are
Singer turned gangster
You do not want to fight me
Straight to the top
In my extra small white tee
[Bridge: T-Pain]
T-Swift and T-Pain all up on the same track
It's a thug story now can you get with that?

[Outro: Taylor Swift & T-Pain]
What? What? I knit sweaters, yo!
What? What? Don't test me (beep)!
Hey, hold on...
Hold on, I did not even say anything
I did not even s-
What?
I said Yo
Yup
You guys bleeped me and I did not even say anything
I did not even swear
She did not, she didn- she did not even swear
Hello? Ugh!",49025,en,2009," Hey Hey, T-Swizzle (T-Swizzle) T-Pizzle (T-Pizzle)   I am like eight foot fo', blonde hair to the floor You shorties never thought I dreamed about rapping hardcore No I am not got a gun, no I never really been in a club Still live with my parents, but I am still a thug I am so gangster, you can find me baking cookies at night You out clubbing but I just made caramel delights T-Swift and T-Pain rapping on the same track It's a thug story, tell me can you handle that?   I had a dream last night I had high top Nikes I had diamonds in my mouth And diamonds on my mic By the time I woke I was singing I am on a boat, whoa oh-oh 'Cause I am a singer turned rapper Shorty I am a make ya Straight to the top, yo Shorty I am a take ya You can call me T-Sweezy Now I am a rap star Hey, It's a thug story Now tell 'em who you are Singer turned gangster You do not want to fight me Straight to the top In my extra small white tee  T-Swift and T-Pain all up on the same track It's a thug story now can you get with that?   What? What? I knit sweaters, yo! What? What? Don't test me (beep)! Hey, hold on... Hold on, I did not even say anything I did not even s- What? I said Yo Yup You guys bleeped me and I did not even say anything I did not even swear She did not, she didn- she did not even swear Hello? Ugh!","Hey Hey, T-Swizzle (T-Swizzle) 
 T-Pizzle (T-Pizzle) 
 I am like eight foot fo', blonde hair to the floor 
 You shorties never thought I dreamed about rapping hardcore 
 No I am not got a gun, no I never really been in a club 
 Still live with my parents, but I am still a thug 
 I am so gangster, you can find me baking cookies at night 
 You out clubbing but I just made caramel delights 
 T-Swift and T-Pain rapping on the same track 
 It's a thug story, tell me can you handle that? 
 I had a dream last night 
 I had high top Nikes 
 I had diamonds in my mouth 
 And diamonds on my mic 
 By the time I woke I was singing 
 I am on a boat, whoa oh-oh 
 'Cause I am a singer turned rapper 
 Shorty I am a make ya 
 Straight to the top, yo 
 Shorty I am a take ya 
 You can call me T-Sweezy 
 Now I am a rap star 
 Hey, It's a thug story 
 Now tell 'em who you are 
 Singer turned gangster 
 You do not want to fight me 
 Straight to the top 
 In my extra small white tee 
 T-Swift and T-Pain all up on the same track 
 It's a thug story now can you get with that? 
 What? What? I knit sweaters, yo! 
 What? What? Don't test me (beep)! 
 Hey, hold on... 
 Hold on, I did not even say anything 
 I did not even s- 
 What? 
 I said Yo 
 Yup 
 You guys bleeped me and I did not even say anything 
 I did not even swear 
 She did not, she didn- she did not even swear 
 Hello? Ugh!",Positive
Speak Now,country,Taylor Swift,2010,102730,{},"[Verse 1]
I am not the kind of girl
Who should be rudely barging in
On a white veil occasion
But you are not the kind of boy
Who should be marrying the wrong girl
I sneak in and see your friends
And her snotty little family
All dressed in pastel
And she is yelling at a bridesmaid
Somewhere back inside a room
Wearing a gown shaped like a pastry

[Pre-Chorus]
This is surely not
What you thought it would be
I lose myself in a daydream
Where I stand and say

[Chorus]
Don't say yes, run away now
I shall meet you when you are out
Of the church, at the back door
Don't wait or say a single vow
You need to hear me out
And they said, ""Speak now""
[Verse 2]
Fond gestures are exchanged
And the organ starts to play
A song that sounds like a death march
And I am hiding in the curtains
It seems that I was uninvited
By your lovely bride-to-be

[Pre-Chorus]
She floats down the aisle
Like a pageant queen
But I know you wish it was me
You wish it was me (Don't you?)

[Chorus]
Don't say yes, run away now
I shall meet you when you are out
Of the church, at the back door
Don't wait or say a single vow
You need to hear me out
And they said, ""Speak now""
Don't say yes, run away now
I shall meet you when you are out
Of the church, at the back door
Don't wait or say a single vow
Your time is running out
And they said, ""Speak now""
[Interlude]
Ooh, la-da-da-da, oh
Ooh, ooh
(Say a single vow)

[Bridge]
I hear the preacher say
""Speak now or forever hold your peace""
There's the silence, there has my last chance
I stand up with shaking hands, all eyes on me
Horrified looks from everyone in the room
But I am only looking at you

[Verse 3]
I am not the kind of girl
Who should be rudely barging in
On a white veil occasion
But you are not the kind of boy
Who should be marrying the wrong girl
(Hehe!)

[Chorus 2]
So do not say yes, run away now
I shall meet you when you are out
Of the church, at the back door
Don't wait or say a single vow
You need to hear me out
And they said, ""Speak now""
And you say, ""Let's run away now
I shall meet you when I am out
Of my tux, at the back door
Baby, I did not say my vows
So glad you were around
When they said, 'Speak now'""",50968,en,2010," I am not the kind of girl Who should be rudely barging in On a white veil occasion But you are not the kind of boy Who should be marrying the wrong girl I sneak in and see your friends And her snotty little family All dressed in pastel And she is yelling at a bridesmaid Somewhere back inside a room Wearing a gown shaped like a pastry   This is surely not What you thought it would be I lose myself in a daydream Where I stand and say   Don't say yes, run away now I shall meet you when you are out Of the church, at the back door Don't wait or say a single vow You need to hear me out And they said, ""Speak now""  Fond gestures are exchanged And the organ starts to play A song that sounds like a death march And I am hiding in the curtains It seems that I was uninvited By your lovely bride-to-be   She floats down the aisle Like a pageant queen But I know you wish it was me You wish it was me (Don't you?)   Don't say yes, run away now I shall meet you when you are out Of the church, at the back door Don't wait or say a single vow You need to hear me out And they said, ""Speak now"" Don't say yes, run away now I shall meet you when you are out Of the church, at the back door Don't wait or say a single vow Your time is running out And they said, ""Speak now""  Ooh, la-da-da-da, oh Ooh, ooh (Say a single vow)   I hear the preacher say ""Speak now or forever hold your peace"" There's the silence, there has my last chance I stand up with shaking hands, all eyes on me Horrified looks from everyone in the room But I am only looking at you   I am not the kind of girl Who should be rudely barging in On a white veil occasion But you are not the kind of boy Who should be marrying the wrong girl (Hehe!)   So do not say yes, run away now I shall meet you when you are out Of the church, at the back door Don't wait or say a single vow You need to hear me out And they said, ""Speak now"" And you say, ""Let's run away now I shall meet you when I am out Of my tux, at the back door Baby, I did not say my vows So glad you were around When they said, 'Speak now'""","I am not the kind of girl 
 Who should be rudely barging in 
 On a white veil occasion 
 But you are not the kind of boy 
 Who should be marrying the wrong girl 
 I sneak in and see your friends 
 And her snotty little family 
 All dressed in pastel 
 And she is yelling at a bridesmaid 
 Somewhere back inside a room 
 Wearing a gown shaped like a pastry 
 This is surely not 
 What you thought it would be 
 I lose myself in a daydream 
 Where I stand and say 
 Don't say yes, run away now 
 I shall meet you when you are out 
 Of the church, at the back door 
 Don't wait or say a single vow 
 You need to hear me out 
 And they said, ""Speak now"" 
 Fond gestures are exchanged 
 And the organ starts to play 
 A song that sounds like a death march 
 And I am hiding in the curtains 
 It seems that I was uninvited 
 By your lovely bride-to-be 
 She floats down the aisle 
 Like a pageant queen 
 But I know you wish it was me 
 You wish it was me (Don't you?) 
 Don't say yes, run away now 
 I shall meet you when you are out 
 Of the church, at the back door 
 Don't wait or say a single vow 
 You need to hear me out 
 And they said, ""Speak now"" 
 Don't say yes, run away now 
 I shall meet you when you are out 
 Of the church, at the back door 
 Don't wait or say a single vow 
 Your time is running out 
 And they said, ""Speak now"" 
 Ooh, la-da-da-da, oh 
 Ooh, ooh 
 (Say a single vow) 
 I hear the preacher say 
 ""Speak now or forever hold your peace"" 
 There's the silence, there has my last chance 
 I stand up with shaking hands, all eyes on me 
 Horrified looks from everyone in the room 
 But I am only looking at you 
 I am not the kind of girl 
 Who should be rudely barging in 
 On a white veil occasion 
 But you are not the kind of boy 
 Who should be marrying the wrong girl 
 (Hehe!) 
 So do not say yes, run away now 
 I shall meet you when you are out 
 Of the church, at the back door 
 Don't wait or say a single vow 
 You need to hear me out 
 And they said, ""Speak now"" 
 And you say, ""Let's run away now 
 I shall meet you when I am out 
 Of my tux, at the back door 
 Baby, I did not say my vows 
 So glad you were around 
 When they said, 'Speak now'""",Positive
Haunted,country,Taylor Swift,2010,132669,{},"[Verse 1]
You and I walk a fragile line
I have known it all this time
But I never thought I had live to see it break
It's getting dark and it has all so quiet
And I cannot trust anything now
And it has coming over you like it has all a big mistake

[Pre-Chorus]
Whoa, holding my breath
Won't lose you again
Something's made your eyes go cold

[Chorus]
Come on, come on, do not leave me like this
I thought I had you figured out
Something's gone terribly wrong
You're all I wanted
Come on, come on, do not leave me like this
I thought I had you figured out
Can't breathe whenever you are gone
Can't turn back now, I am haunted
[Verse 2]
Stood there and watched you walk away
From everything we had
But I still mean every word I said to you
He will try to take away my pain
And he just might make me smile
But the whole time, I am wishing he was you instead

[Pre-Chorus]
Oh, holding my breath
Won't see you again
Something keeps me holding onto nothing

[Chorus]
Come on, come on, do not leave me like this
I thought I had you figured out
Something's gone terribly wrong
You're all I wanted
Come on, come on, do not leave me like this
I thought I had you figured out
Can't breathe whenever you are gone
Can't turn back now, I am haunted

[Bridge]
I know, I know
I just know
You're not gone
You cannot be gone, no
[Chorus]
Come on, come on, do not leave me like this
I thought I had you figured out
Something's gone terribly wrong
Won't finish what you started
Come on, come on, do not leave me like this
I thought I had you figured out
Can't breathe whenever you are gone
I cannot go back, I am haunted

[Outro]
Oh-oh, oh-oh, oh-oh, oh
You and I walk a fragile line
I have known it all this time
Never ever thought I had see it break
Never thought I had see it",52592,en,2010," You and I walk a fragile line I have known it all this time But I never thought I had live to see it break It's getting dark and it has all so quiet And I cannot trust anything now And it has coming over you like it has all a big mistake   Whoa, holding my breath Won't lose you again Something's made your eyes go cold   Come on, come on, do not leave me like this I thought I had you figured out Something's gone terribly wrong You're all I wanted Come on, come on, do not leave me like this I thought I had you figured out Can't breathe whenever you are gone Can't turn back now, I am haunted  Stood there and watched you walk away From everything we had But I still mean every word I said to you He will try to take away my pain And he just might make me smile But the whole time, I am wishing he was you instead   Oh, holding my breath Won't see you again Something keeps me holding onto nothing   Come on, come on, do not leave me like this I thought I had you figured out Something's gone terribly wrong You're all I wanted Come on, come on, do not leave me like this I thought I had you figured out Can't breathe whenever you are gone Can't turn back now, I am haunted   I know, I know I just know You're not gone You cannot be gone, no  Come on, come on, do not leave me like this I thought I had you figured out Something's gone terribly wrong Won't finish what you started Come on, come on, do not leave me like this I thought I had you figured out Can't breathe whenever you are gone I cannot go back, I am haunted   Oh-oh, oh-oh, oh-oh, oh You and I walk a fragile line I have known it all this time Never ever thought I had see it break Never thought I had see it","You and I walk a fragile line 
 I have known it all this time 
 But I never thought I had live to see it break 
 It's getting dark and it has all so quiet 
 And I cannot trust anything now 
 And it has coming over you like it has all a big mistake 
 Whoa, holding my breath 
 Won't lose you again 
 Something's made your eyes go cold 
 Come on, come on, do not leave me like this 
 I thought I had you figured out 
 Something's gone terribly wrong 
 You're all I wanted 
 Come on, come on, do not leave me like this 
 I thought I had you figured out 
 Can't breathe whenever you are gone 
 Can't turn back now, I am haunted 
 Stood there and watched you walk away 
 From everything we had 
 But I still mean every word I said to you 
 He will try to take away my pain 
 And he just might make me smile 
 But the whole time, I am wishing he was you instead 
 Oh, holding my breath 
 Won't see you again 
 Something keeps me holding onto nothing 
 Come on, come on, do not leave me like this 
 I thought I had you figured out 
 Something's gone terribly wrong 
 You're all I wanted 
 Come on, come on, do not leave me like this 
 I thought I had you figured out 
 Can't breathe whenever you are gone 
 Can't turn back now, I am haunted 
 I know, I know 
 I just know 
 You're not gone 
 You cannot be gone, no 
 Come on, come on, do not leave me like this 
 I thought I had you figured out 
 Something's gone terribly wrong 
 Won't finish what you started 
 Come on, come on, do not leave me like this 
 I thought I had you figured out 
 Can't breathe whenever you are gone 
 I cannot go back, I am haunted 
 Oh-oh, oh-oh, oh-oh, oh 
 You and I walk a fragile line 
 I have known it all this time 
 Never ever thought I had see it break 
 Never thought I had see it",Negative
Teardrops On My Guitar,country,Taylor Swift,2006,140972,{},"[Verse 1]
Drew looks at me
I fake a smile so he will not see
That I want and I am needing
Everything that we should be

[Pre-Chorus]
I shall bet she has beautiful
That girl he talks about
And she has got everything that I have to live without

[Verse 2]
Drew talks to me
I laugh because it has just so funny
That I cannot even see
Anyone when he has with me

[Pre-Chorus]
He says he has so in love
He's finally got it right
I wonder if he knows he has all I think about at night
[Chorus]
He's the reason for the teardrops on my guitar
The only thing that keeps me wishing on a wishing star
He's the song in the car I keep singing
Don't know why I do

[Verse 3]
Drew walks by me
Can he tell that I cannot breathe?
And there he goes, so perfectly
The kind of flawless I wish I could be

[Pre-Chorus]
She had better hold him tight
Give him all her love
Look in those beautiful eyes and know she has lucky because

[Chorus]
He's the reason for the teardrops on my guitar
The only thing that keeps me wishing on a wishing star
He's the song in the car I keep singing
Don't know why I do

[Bridge]
So I drive home alone
As I turn off the light
I shall put his picture down and maybe get some sleep tonight
[Chorus]
'Cause he has the reason for the teardrops on my guitar
The only one who’s got enough for me to break my heart
He's the song in the car I keep singing
Don't know why I do
He's the time taken up, but there has never enough
And he has all that I need to fall into

[Outro]
Drew looks at me
I fake a smile so he will not see",57189,en,2006," Drew looks at me I fake a smile so he will not see That I want and I am needing Everything that we should be   I shall bet she has beautiful That girl he talks about And she has got everything that I have to live without   Drew talks to me I laugh because it has just so funny That I cannot even see Anyone when he has with me   He says he has so in love He's finally got it right I wonder if he knows he has all I think about at night  He's the reason for the teardrops on my guitar The only thing that keeps me wishing on a wishing star He's the song in the car I keep singing Don't know why I do   Drew walks by me Can he tell that I cannot breathe? And there he goes, so perfectly The kind of flawless I wish I could be   She had better hold him tight Give him all her love Look in those beautiful eyes and know she has lucky because   He's the reason for the teardrops on my guitar The only thing that keeps me wishing on a wishing star He's the song in the car I keep singing Don't know why I do   So I drive home alone As I turn off the light I shall put his picture down and maybe get some sleep tonight  'Cause he has the reason for the teardrops on my guitar The only one who’s got enough for me to break my heart He's the song in the car I keep singing Don't know why I do He's the time taken up, but there has never enough And he has all that I need to fall into   Drew looks at me I fake a smile so he will not see","Drew looks at me 
 I fake a smile so he will not see 
 That I want and I am needing 
 Everything that we should be 
 I shall bet she has beautiful 
 That girl he talks about 
 And she has got everything that I have to live without 
 Drew talks to me 
 I laugh because it has just so funny 
 That I cannot even see 
 Anyone when he has with me 
 He says he has so in love 
 He's finally got it right 
 I wonder if he knows he has all I think about at night 
 He's the reason for the teardrops on my guitar 
 The only thing that keeps me wishing on a wishing star 
 He's the song in the car I keep singing 
 Don't know why I do 
 Drew walks by me 
 Can he tell that I cannot breathe? 
 And there he goes, so perfectly 
 The kind of flawless I wish I could be 
 She had better hold him tight 
 Give him all her love 
 Look in those beautiful eyes and know she has lucky because 
 He's the reason for the teardrops on my guitar 
 The only thing that keeps me wishing on a wishing star 
 He's the song in the car I keep singing 
 Don't know why I do 
 So I drive home alone 
 As I turn off the light 
 I shall put his picture down and maybe get some sleep tonight 
 'Cause he has the reason for the teardrops on my guitar 
 The only one who’s got enough for me to break my heart 
 He's the song in the car I keep singing 
 Don't know why I do 
 He's the time taken up, but there has never enough 
 And he has all that I need to fall into 
 Drew looks at me 
 I fake a smile so he will not see",Positive
